tipo,bairro,condominio,area,qtd_banheiros,qtd_quartos,qtd_vagas,area_por_quarto,tem_vaga,valor
Apartamento, Centro,542.0,69.0,2.0,2.0,1.0,34.5,1,4150
Apartamento, Rio Tavares,837.0,77.0,2.0,2.0,1.0,38.5,1,4500
Apartamento, Trindade,380.0,33.0,1.0,1.0,1.0,33.0,1,3200
Apartamento, Abraão,897.0,113.0,2.0,2.0,1.0,56.5,1,4500
Casa, São João do Rio Vermelho,3000.0,250.0,4.0,4.0,4.0,62.5,1,15000
Apartamento, Centro,850.0,53.0,1.0,1.0,1.0,53.0,1,3500
Apartamento, Campeche,1000.0,39.0,1.0,1.0,1.0,39.0,1,3000
Apartamento, Campeche,234.0,48.0,1.0,1.0,1.0,48.0,1,4000
Apartamento, Itacorubi,555.0,90.0,2.0,3.0,1.0,30.0,1,3750
Apartamento, Carvoeira,580.0,63.0,3.0,2.0,1.0,31.5,1,4350
Apartamento, Lagoa da Conceição,1100.0,244.0,4.0,3.0,2.0,81.33333333333333,1,5500
Apartamento, Campeche,0.0,33.0,1.0,1.0,1.0,33.0,1,2400
Apartamento, Ribeirão da Ilha,480.0,70.0,2.0,2.0,1.0,35.0,1,2700
Apartamento, Centro,1680.0,136.0,3.0,3.0,1.0,45.333333333333336,1,5100
Casa, Ribeirão da Ilha,0.0,280.0,2.0,4.0,2.0,70.0,1,8000
Apartamento, Balneário,0.0,57.0,1.0,1.0,1.0,57.0,1,1900
Casa, Saco dos Limões,1.0,80.0,1.0,2.0,1.0,40.0,1,2500
Casa, Barra da Lagoa,800.0,131.0,2.0,3.0,2.0,43.66666666666666,1,7800
Casa, Barra da Lagoa,0.0,300.0,4.0,3.0,6.0,100.0,1,16000
Casa, Centro,0.0,199.0,3.0,3.0,3.0,66.33333333333333,1,6399
Apartamento, Trindade,0.0,35.0,1.0,2.0,1.0,17.5,1,2800
Apartamento, Campeche,275.0,37.0,1.0,1.0,1.0,37.0,1,4000
Apartamento, Centro,496.0,63.0,2.0,2.0,2.0,31.5,1,4350
Apartamento, Agronômica,660.0,70.0,1.0,2.0,1.0,35.0,1,4200
Casa, Lagoa da Conceição,0.0,260.0,3.0,3.0,3.0,86.66666666666667,1,17500
Apartamento, Centro,0.0,68.0,2.0,2.0,2.0,34.0,1,9189
Casa, Rio Tavares,160.0,90.0,2.0,2.0,1.0,45.0,1,3600
Casa, Capoeiras,0.0,170.0,2.0,3.0,2.0,56.66666666666666,1,5500
Apartamento, Abraão,945.0,139.0,3.0,3.0,1.0,46.333333333333336,1,4200
Casa, Rio Tavares,160.0,100.0,4.0,2.0,1.0,50.0,1,3600
Casa, Lagoa da Conceição,1.0,221.0,5.0,3.0,2.0,73.66666666666667,1,18000
Apartamento, Centro,1300.0,145.0,5.0,3.0,2.0,48.333333333333336,1,7500
Apartamento, Ribeirão da Ilha,480.0,70.0,2.0,2.0,1.0,35.0,1,2700
Apartamento, Centro,950.0,93.0,2.0,3.0,1.0,31.0,1,4100
Apartamento, Centro,1300.0,145.0,1.0,3.0,2.0,48.333333333333336,1,7500
Apartamento, Agronômica,560.0,70.0,1.0,2.0,1.0,35.0,1,4500
Apartamento, Estreito,555.0,83.0,1.0,2.0,1.0,41.5,1,2700
Apartamento, Balneário,1000.0,143.0,2.0,4.0,2.0,35.75,1,4900
Casa, Armação do Pântano do Sul,0.0,54.0,2.0,2.0,1.0,27.0,1,3400
Apartamento, Centro,720.0,120.0,2.0,3.0,1.0,40.0,1,5000
Casa, Cacupé,0.0,848.0,6.0,5.0,1.0,169.6,1,19890
Apartamento, Centro,726.0,68.0,1.0,2.0,2.0,34.0,1,3900
Casa, Joao Paulo,0.0,240.0,4.0,3.0,2.0,80.0,1,8500
Casa, Jurerê Internacional,0.0,700.0,6.0,5.0,1.0,140.0,1,40000
Apartamento, Campeche,250.0,38.0,1.0,1.0,1.0,38.0,1,3950
Apartamento, Centro,1305.0,140.0,5.0,3.0,2.0,46.66666666666666,1,7500
Casa, Centro,0.0,500.0,3.0,3.0,4.0,166.66666666666666,1,7000
Apartamento, Centro,850.0,53.0,1.0,1.0,1.0,53.0,1,3500
Apartamento, Coqueiros,95.0,20.0,1.0,1.0,1.0,20.0,1,1350
Apartamento, Carvoeira,729.0,104.0,3.0,3.0,1.0,34.666666666666664,1,3200
Apartamento, Coloninha,0.0,98.0,2.0,3.0,1.0,32.666666666666664,1,4000
Apartamento, Ingleses do Rio Vermelho,0.0,45.0,1.0,1.0,1.0,45.0,1,2300
Casa,Jurerê Internacional,0.0,530.0,6.0,4.0,5.0,132.5,1,38000
Apartamento, Agronômica,550.0,41.0,1.0,1.0,1.0,41.0,1,1950
Apartamento, Centro,472.0,55.0,1.0,1.0,1.0,55.0,1,2400
Apartamento, Agronômica,700.0,110.0,4.0,3.0,3.0,36.66666666666666,1,12000
Apartamento, Jurerê Internacional,900.0,135.0,5.0,3.0,2.0,45.0,1,10000
Apartamento, Jurerê Internacional,890.0,150.0,4.0,3.0,2.0,50.0,1,15000
Apartamento, Itacorubi,550.0,70.0,3.0,2.0,1.0,35.0,1,3490
Apartamento, São João do Rio Vermelho,90.0,62.0,2.0,2.0,1.0,31.0,1,2600
Apartamento, Agronômica,515.0,74.0,2.0,2.0,1.0,37.0,1,3500
Apartamento, Ingleses do Rio Vermelho,508.0,74.0,3.0,2.0,1.0,37.0,1,3900
Apartamento, Saco dos Limões,987.0,72.0,3.0,2.0,2.0,36.0,1,6300
Apartamento, Jardim Atlântico,1149.0,87.0,3.0,3.0,2.0,29.0,1,3900
Apartamento, Campeche,1570.0,167.0,1.0,3.0,2.0,55.66666666666666,1,15000
Apartamento, Centro,650.0,75.0,1.0,2.0,1.0,37.5,1,6500
Casa, Coqueiros,0.0,300.0,4.0,5.0,5.0,60.0,1,5950
Apartamento, Parque São Jorge,700.0,95.0,2.0,3.0,1.0,31.666666666666668,1,4800
Apartamento, Cachoeira do Bom Jesus,800.0,75.0,2.0,2.0,1.0,37.5,1,3500
Casa,Santo Antônio de Lisboa,0.0,107.0,3.0,3.0,1.0,35.666666666666664,1,8500
Apartamento, Centro,850.0,71.0,2.0,2.0,1.0,35.5,1,4350
Apartamento, São João do Rio Vermelho,90.0,64.0,2.0,2.0,1.0,32.0,1,2600
Apartamento, Centro,780.0,80.0,2.0,3.0,1.0,26.666666666666668,1,6500
Apartamento, Estreito,555.0,83.0,1.0,3.0,1.0,27.666666666666668,1,2750
Casa, Córrego Grande,1400.0,400.0,4.0,4.0,4.0,100.0,1,17000
Casa, Jurerê Internacional,0.0,1000.0,8.0,6.0,6.0,166.66666666666666,1,45000
Apartamento, Lagoa da Conceição,1300.0,127.0,2.0,3.0,2.0,42.333333333333336,1,4950
Apartamento, Saco dos Limões,845.0,74.0,2.0,3.0,1.0,24.666666666666668,1,2300
Apartamento, Beira Mar,2119.0,248.0,5.0,4.0,3.0,62.0,1,24311
Apartamento, Centro,800.0,70.0,5.0,2.0,1.0,35.0,1,2900
Apartamento, Canasvieiras,430.0,86.0,2.0,2.0,1.0,43.0,1,6000
Casa, Córrego Grande,0.0,380.0,4.0,4.0,3.0,95.0,1,15000
Apartamento, Centro,2100.0,263.0,4.0,4.0,2.0,65.75,1,9999
Apartamento, Parque São Jorge,0.0,60.0,1.0,2.0,1.0,30.0,1,4900
Apartamento, Centro,1842.0,135.0,4.0,3.0,2.0,45.0,1,4460
Casa, Campeche,0.0,110.0,2.0,3.0,1.0,36.66666666666666,1,6400
Apartamento, Jardim Atlântico,150.0,73.0,1.0,2.0,1.0,36.5,1,1700
Flat, Cachoeira do Bom Jesus,0.0,94.0,1.0,1.0,1.0,94.0,1,2750
Apartamento, Campeche,1800.0,70.0,2.0,2.0,1.0,35.0,1,6900
Apartamento,Centro,300.0,25.0,1.0,1.0,1.0,25.0,1,2500
Apartamento, Capoeiras,450.0,43.0,1.0,1.0,1.0,43.0,1,2050
Apartamento, Centro,1420.0,130.0,2.0,3.0,1.0,43.333333333333336,1,4700
Apartamento, Trindade,600.0,78.0,1.0,3.0,1.0,26.0,1,2700
Apartamento, Abraão,1036.0,106.0,2.0,3.0,2.0,35.333333333333336,1,4000
Apartamento, Parque São Jorge,0.0,60.0,2.0,2.0,1.0,30.0,1,4900
Apartamento, Trindade,450.0,76.0,1.0,2.0,1.0,38.0,1,3200
Apartamento, Jurerê,0.0,30.0,1.0,1.0,1.0,30.0,1,1800
Apartamento, Centro,420.0,73.0,1.0,2.0,1.0,36.5,1,6350
Apartamento, Jardim Atlântico,1000.0,68.0,3.0,2.0,1.0,34.0,1,4413
Casa, Itacorubi,0.0,338.0,2.0,4.0,3.0,84.5,1,9400
Apartamento, Centro,750.0,75.0,1.0,2.0,1.0,37.5,1,2700
Casa, Itacorubi,0.0,384.0,5.0,6.0,3.0,64.0,1,7500
Apartamento, Saco dos Limões,280.0,60.0,2.0,1.0,2.0,60.0,1,5900
Apartamento, Campeche,1000.0,98.0,2.0,3.0,1.0,32.666666666666664,1,5200
Casa, Lagoa da Conceição,300.0,360.0,4.0,3.0,4.0,120.0,1,10000
Casa, Santa Mônica,150.0,80.0,1.0,3.0,1.0,26.666666666666668,1,3700
Casa, Jurerê Internacional,0.0,1000.0,8.0,6.0,6.0,166.66666666666666,1,60000
Apartamento, Beira Mar,2855.0,310.0,6.0,4.0,3.0,77.5,1,33136
Apartamento, Centro,458.0,29.0,1.0,1.0,1.0,29.0,1,2700
Casa, Armação,0.0,80.0,2.0,2.0,1.0,40.0,1,4800
Apartamento, Carvoeira,550.0,50.0,1.0,1.0,1.0,50.0,1,3000
Apartamento, Beira Mar,998.0,121.0,3.0,2.0,1.0,60.5,1,9500
Casa, Rio Tavares,0.0,60.0,1.0,2.0,1.0,30.0,1,2600
Apartamento, Centro,0.0,167.0,4.0,3.0,2.0,55.66666666666666,1,24458
Apartamento,Centro,1042.0,69.0,3.0,2.0,2.0,34.5,1,6640
Apartamento,Carvoeira,644.0,55.0,2.0,1.0,1.0,55.0,1,4800
Casa, Itaguaçu,0.0,280.0,5.0,5.0,5.0,56.0,1,12000
Casa, Campeche,0.0,110.0,5.0,3.0,2.0,36.66666666666666,1,6000
Casa, Rio Tavares,0.0,180.0,2.0,2.0,2.0,90.0,1,6000
Casa,Cacupé,1800.0,185.0,3.0,3.0,2.0,61.66666666666666,1,14500
Apartamento, Jardim Atlântico,1200.0,122.0,3.0,3.0,2.0,40.66666666666666,1,3800
Casa, Campeche,0.0,110.0,3.0,2.0,5.0,55.0,1,8821
Apartamento, Córrego Grande,710.0,46.0,1.0,1.0,1.0,46.0,1,3650
Apartamento, Campeche,244.0,47.0,1.0,1.0,1.0,47.0,1,4000
Apartamento, Centro,1342.0,142.0,3.0,3.0,1.0,47.333333333333336,1,6000
Casa, Itacorubi,0.0,165.0,4.0,3.0,2.0,55.0,1,10200
Apartamento, Centro,2207.0,208.0,4.0,4.0,2.0,52.0,1,10000
Apartamento, Carvoeira,500.0,68.0,2.0,2.0,1.0,34.0,1,3300
Apartamento, Jardim Atlântico,1200.0,122.0,3.0,3.0,2.0,40.66666666666666,1,3800
Apartamento, Estreito,500.0,45.0,1.0,1.0,1.0,45.0,1,2900
Casa, Saco dos Limões,0.0,122.0,2.0,3.0,1.0,40.66666666666666,1,3500
Casa,Joao Paulo,0.0,585.0,4.0,6.0,8.0,97.5,1,25000
Apartamento, Centro,513.0,51.0,1.0,1.0,1.0,51.0,1,4500
Apartamento, Agronômica,1520.0,166.0,4.0,3.0,2.0,55.333333333333336,1,11642
Casa,Joao Paulo,10.0,660.0,6.0,5.0,5.0,132.0,1,15000
Apartamento, Coqueiros,777.0,125.0,4.0,3.0,2.0,41.66666666666666,1,8600
Casa, Estreito,0.0,285.0,1.0,4.0,2.0,71.25,1,6800
Apartamento, Coqueiros,550.0,80.0,1.0,3.0,1.0,26.666666666666668,1,3500
Apartamento, Itaguaçu,550.0,110.0,2.0,3.0,1.0,36.66666666666666,1,2900
Apartamento, Morro das Pedras,1.0,93.0,2.0,2.0,2.0,46.5,1,12000
Apartamento, Rio Tavares,500.0,73.0,3.0,2.0,2.0,36.5,1,5500
Apartamento,Monte Verde,697.0,80.0,2.0,2.0,1.0,40.0,1,4100
Apartamento, Estreito,853.0,122.0,3.0,3.0,2.0,40.66666666666666,1,4900
Apartamento, Ribeirão da Ilha,560.0,70.0,2.0,2.0,1.0,35.0,1,2700
Apartamento,Jurerê Internacional,950.0,106.0,4.0,3.0,2.0,35.333333333333336,1,11000
Casa, Estreito,0.0,123.0,2.0,3.0,1.0,41.0,1,5500
Casa, Lagoa da Conceição,0.0,550.0,5.0,4.0,3.0,137.5,1,40000
Apartamento, Abraão,1008.0,96.0,2.0,3.0,1.0,32.0,1,4300
Casa,Joao Paulo,0.0,485.0,8.0,5.0,7.0,97.0,1,17000
Casa,Jurerê Internacional,0.0,600.0,5.0,4.0,2.0,150.0,1,11500
Apartamento, Abraão,1009.0,155.0,3.0,3.0,1.0,51.66666666666666,1,4000
Apartamento, Carvoeira,997.0,97.0,3.0,2.0,1.0,48.5,1,3400
Apartamento, Bom Abrigo,1198.0,83.0,2.0,3.0,1.0,27.666666666666668,1,4000
Apartamento, Jardim Atlântico,1201.0,87.0,3.0,3.0,2.0,29.0,1,3900
Casa, Rio Tavares,0.0,60.0,1.0,2.0,1.0,30.0,1,2600
Casa, Córrego Grande,1700.0,400.0,4.0,4.0,4.0,100.0,1,15000
Casa,Jurerê Internacional,0.0,250.0,4.0,3.0,3.0,83.33333333333333,1,9200
Apartamento, Trindade,0.0,29.0,1.0,1.0,1.0,29.0,1,2690
Apartamento, Canto,450.0,45.0,1.0,1.0,1.0,45.0,1,3500
Apartamento, Estreito,680.0,105.0,2.0,3.0,2.0,35.0,1,5300
Casa, Barra da Lagoa,0.0,115.0,3.0,3.0,1.0,38.333333333333336,1,5600
Apartamento, Estreito,845.0,130.0,1.0,2.0,1.0,65.0,1,2900
Apartamento, Jardim Atlântico,1201.0,87.0,5.0,3.0,2.0,29.0,1,3900
Casa,Sambaqui,0.0,145.0,1.0,1.0,1.0,145.0,1,4000
Apartamento, Ingleses do Rio Vermelho,455.0,100.0,2.0,2.0,1.0,50.0,1,3550
Casa, Centro,0.0,500.0,3.0,3.0,4.0,166.66666666666666,1,7000
Casa, Rio Tavares,0.0,70.0,2.0,2.0,1.0,35.0,1,3380
Casa, Capoeiras,0.0,111.0,2.0,3.0,2.0,37.0,1,3500
Apartamento, Campeche,565.0,111.0,2.0,2.0,1.0,55.5,1,7750
Apartamento,Rio Tavares,500.0,110.0,2.0,3.0,1.0,36.66666666666666,1,4800
Apartamento, Centro,0.0,132.0,3.0,3.0,2.0,44.0,1,8500
Casa, Campeche,0.0,53.0,1.0,2.0,1.0,26.5,1,2500
Apartamento, Pantanal,660.0,50.0,1.0,1.0,1.0,50.0,1,2040
Casa, Campeche,0.0,60.0,1.0,1.0,1.0,60.0,1,3500
Apartamento, Centro,1090.0,125.0,3.0,3.0,1.0,41.66666666666666,1,4800
Apartamento, Beira Mar,1930.0,199.0,5.0,3.0,3.0,66.33333333333333,1,27312
Apartamento, Abraão,954.0,96.0,2.0,3.0,2.0,32.0,1,4300
Apartamento,Centro,1500.0,100.0,2.0,2.0,2.0,50.0,1,11680
Apartamento, Ingleses do Rio Vermelho,532.0,76.0,2.0,2.0,1.0,38.0,1,3300
Apartamento, Canasvieiras,500.0,41.0,1.0,1.0,1.0,41.0,1,2000
Apartamento, Centro,750.0,97.0,3.0,3.0,1.0,32.333333333333336,1,3900
Casa, Coqueiros,0.0,174.0,2.0,3.0,2.0,58.0,1,6900
Casa, Coqueiros,0.0,200.0,3.0,3.0,5.0,66.66666666666667,1,11250
Apartamento, Centro,750.0,75.0,2.0,2.0,1.0,37.5,1,6500
Casa, Itacorubi,0.0,300.0,3.0,4.0,3.0,75.0,1,9500
Casa, Lagoa da Conceição,55.0,260.0,4.0,3.0,2.0,86.66666666666667,1,17000
Apartamento, Capoeiras,0.0,60.0,1.0,2.0,1.0,30.0,1,1600
Casa, Barra da Lagoa,950.0,140.0,3.0,3.0,3.0,46.66666666666666,1,7200
Apartamento, Itacorubi,1100.0,67.0,2.0,2.0,2.0,33.5,1,3250
Apartamento, Centro,924.0,75.0,3.0,2.0,1.0,37.5,1,2900
Apartamento, Canto,690.0,96.0,3.0,2.0,2.0,48.0,1,4000
Apartamento, Centro,850.0,82.0,2.0,3.0,1.0,27.33333333333333,1,3300
Loft,Trindade,0.0,24.0,1.0,2.0,1.0,12.0,1,1500
Apartamento,Centro,1380.0,104.0,4.0,3.0,2.0,34.666666666666664,1,4200
Casa, Centro,0.0,500.0,3.0,3.0,5.0,166.66666666666666,1,6000
Apartamento,Centro,1046.0,137.0,4.0,3.0,2.0,45.66666666666666,1,15000
Apartamento, Ingleses do Rio Vermelho,150.0,60.0,2.0,2.0,1.0,30.0,1,2500
Apartamento, Centro,902.0,87.0,3.0,3.0,1.0,29.0,1,4500
Apartamento, Rio Tavares,800.0,100.0,2.0,3.0,2.0,33.333333333333336,1,5200
Casa, Tapera da Base,0.0,60.0,1.0,1.0,1.0,60.0,1,2300
Apartamento, Carvoeira,480.0,37.0,1.0,1.0,1.0,37.0,1,2799
Apartamento,Ingleses do Rio Vermelho,380.0,107.0,1.0,3.0,1.0,35.666666666666664,1,3200
Casa, Rio Tavares,0.0,180.0,2.0,2.0,2.0,90.0,1,6000
Casa, Itaguaçu,0.0,533.0,5.0,4.0,3.0,133.25,1,10000
Apartamento, Campeche,1050.0,83.0,2.0,2.0,2.0,41.5,1,5800
Apartamento,Agronômica,500.0,40.0,1.0,1.0,1.0,40.0,1,3300
Casa, Centro,0.0,200.0,4.0,5.0,2.0,40.0,1,9500
Apartamento, Joao Paulo,800.0,124.0,3.0,3.0,2.0,41.333333333333336,1,10000
Apartamento, Centro,607.0,48.0,1.0,1.0,1.0,48.0,1,3200
Casa, Joao Paulo,0.0,486.0,5.0,5.0,4.0,97.2,1,17000
Apartamento, Jardim Atlântico,1053.0,88.0,3.0,2.0,1.0,44.0,1,3400
Casa, Itacorubi,0.0,338.0,2.0,4.0,3.0,84.5,1,9400
Casa, Cachoeira do Bom Jesus,0.0,169.0,4.0,3.0,2.0,56.333333333333336,1,6100
Apartamento,Agronômica,3555.0,283.0,4.0,3.0,2.0,94.33333333333331,1,12000
Casa, Córrego Grande,0.0,325.0,5.0,4.0,2.0,81.25,1,12000
Apartamento, Centro,1086.0,97.0,2.0,3.0,1.0,32.333333333333336,1,4000
Casa, Jardim Atlântico,0.0,120.0,1.0,3.0,1.0,40.0,1,4000
Apartamento, Coqueiros,425.0,49.0,1.0,1.0,1.0,49.0,1,3400
Apartamento, Jardim Atlântico,527.0,96.0,2.0,3.0,1.0,32.0,1,4950
Apartamento, Saco Grande,650.0,72.0,1.0,2.0,1.0,36.0,1,4200
Apartamento, Canto,298.0,46.0,1.0,1.0,1.0,46.0,1,3500
Apartamento, Centro,1037.0,86.0,2.0,2.0,2.0,43.0,1,4000
Apartamento,Agronômica,500.0,40.0,1.0,1.0,1.0,40.0,1,3300
Apartamento, Campeche,550.0,95.0,2.0,3.0,2.0,31.666666666666668,1,5500
Apartamento, Canto,490.0,86.0,2.0,2.0,1.0,43.0,1,5500
Apartamento, Canto,1013.0,107.0,3.0,2.0,2.0,53.5,1,4500
Apartamento, Saco dos Limões,750.0,39.0,1.0,1.0,1.0,39.0,1,2500
Apartamento, Cachoeira do Bom Jesus,764.0,69.0,1.0,1.0,1.0,69.0,1,6500
Apartamento, Centro,671.0,64.0,1.0,2.0,1.0,32.0,1,2400
Apartamento,Ingleses do Rio Vermelho,709.0,47.0,1.0,1.0,1.0,47.0,1,4000
Casa, Joao Paulo,0.0,585.0,7.0,6.0,1.0,97.5,1,24900
Apartamento, Carvoeira,655.0,24.0,1.0,1.0,1.0,24.0,1,2815
Casa,Córrego Grande,0.0,213.0,3.0,5.0,2.0,42.6,1,7400
Casa, Carianos,0.0,200.0,1.0,3.0,2.0,66.66666666666667,1,4900
Apartamento, Ingleses do Rio Vermelho,508.0,81.0,3.0,2.0,1.0,40.5,1,3500
Apartamento,Campeche,1000.0,113.0,3.0,3.0,2.0,37.66666666666666,1,6900
Apartamento, Itacorubi,972.0,111.0,3.0,2.0,2.0,55.5,1,4400
Apartamento, Itacorubi,500.0,70.0,2.0,2.0,1.0,35.0,1,3490
Casa, Capoeiras,1.0,63.0,1.0,2.0,1.0,31.5,1,2500
Apartamento,Centro,1110.0,137.0,3.0,3.0,2.0,45.66666666666666,1,3100
Apartamento, Beira Mar,1800.0,136.0,2.0,3.0,2.0,45.333333333333336,1,6900
Apartamento,Balneario do Estreito,450.0,46.0,1.0,1.0,1.0,46.0,1,2000
Apartamento, Estreito,600.0,113.0,2.0,2.0,2.0,56.5,1,4000
Apartamento, Carvoeira,564.0,50.0,3.0,1.0,1.0,50.0,1,4800
Casa, Jurerê Internacional,0.0,320.0,4.0,4.0,3.0,80.0,1,50000
Apartamento, Centro,900.0,68.0,3.0,2.0,1.0,34.0,1,2900
Casa, Campeche,0.0,125.0,3.0,3.0,2.0,41.66666666666666,1,4500
Casa, Jurerê Internacional,0.0,950.0,1.0,6.0,6.0,158.33333333333334,1,50000
Casa, Itacorubi,0.0,180.0,2.0,4.0,2.0,45.0,1,4200
Casa, Campeche,0.0,102.0,3.0,3.0,2.0,34.0,1,5000
Apartamento, Centro,800.0,74.0,3.0,2.0,1.0,37.0,1,3000
Apartamento, Agronômica,600.0,94.0,3.0,2.0,1.0,47.0,1,9900
Apartamento, Centro,420.0,71.0,2.0,2.0,1.0,35.5,1,6350
Apartamento,Centro,1900.0,247.0,2.0,3.0,1.0,82.33333333333333,1,5000
Apartamento, Canasvieiras,500.0,41.0,1.0,1.0,1.0,41.0,1,2000
Apartamento, Itacorubi,650.0,52.0,1.0,1.0,1.0,52.0,1,3200
Apartamento, Abraão,1262.0,96.0,2.0,3.0,2.0,32.0,1,4500
Apartamento, Carvoeira,500.0,48.0,2.0,1.0,1.0,48.0,1,3700
Apartamento, Córrego Grande,750.0,83.0,3.0,3.0,1.0,27.666666666666668,1,3300
Apartamento, Beira Mar,2500.0,248.0,5.0,3.0,3.0,82.66666666666667,1,24311
Apartamento,Centro,1630.0,173.0,3.0,3.0,1.0,57.66666666666666,1,6900
Apartamento, Abraão,852.0,83.0,2.0,2.0,2.0,41.5,1,4500
Casa, Lagoa da Conceição,0.0,150.0,3.0,2.0,2.0,75.0,1,6500
Apartamento, Canasvieiras,500.0,41.0,1.0,1.0,1.0,41.0,1,2000
Apartamento, Capoeiras,441.0,70.0,1.0,2.0,1.0,35.0,1,1900
Apartamento, Campeche,880.0,100.0,3.0,2.0,1.0,50.0,1,8000
Casa, Centro,50.0,105.0,3.0,2.0,2.0,52.5,1,4700
Apartamento,Campeche,752.0,115.0,3.0,3.0,1.0,38.333333333333336,1,7450
Apartamento, Centro,1200.0,109.0,3.0,3.0,2.0,36.333333333333336,1,4800
Casa, Santo Antônio de Lisboa,1100.0,350.0,6.0,4.0,2.0,87.5,1,24000
Casa, Jardim Atlântico,0.0,125.0,2.0,4.0,3.0,31.25,1,4100
Apartamento, Centro,850.0,71.0,2.0,2.0,1.0,35.5,1,4100
Apartamento, Canasvieiras,500.0,41.0,1.0,1.0,1.0,41.0,1,2000
Apartamento, Agronômica,500.0,40.0,1.0,1.0,1.0,40.0,1,3300
Casa, Ribeirão da Ilha,0.0,180.0,3.0,3.0,2.0,60.0,1,6800
Apartamento, Centro,1500.0,46.0,1.0,1.0,1.0,46.0,1,1900
Apartamento, Ingleses do Rio Vermelho,508.0,61.0,2.0,2.0,1.0,30.5,1,2900
Apartamento, Jurerê,1300.0,100.0,2.0,2.0,2.0,50.0,1,10000
Apartamento, Centro,2235.0,95.0,3.0,3.0,1.0,31.666666666666668,1,2800
Casa, Córrego Grande,0.0,320.0,5.0,5.0,2.0,64.0,1,13000
Casa, Joao Paulo,0.0,486.0,5.0,5.0,4.0,97.2,1,17000
Apartamento, Centro,519.0,55.0,1.0,2.0,1.0,27.5,1,1800
Apartamento, Centro,420.0,73.0,1.0,2.0,1.0,36.5,1,6100
Apartamento, Beira Mar,2800.0,308.0,3.0,4.0,3.0,77.0,1,28294
Apartamento, Itacorubi,750.0,76.0,2.0,2.0,2.0,38.0,1,3900
Apartamento, Córrego Grande,700.0,70.0,1.0,2.0,1.0,35.0,1,2800
Apartamento, Trindade,0.0,24.0,1.0,1.0,1.0,24.0,1,2350
Apartamento, Carvoeira,580.0,40.0,1.0,1.0,1.0,40.0,1,3000
Apartamento, Estreito,853.0,123.0,3.0,3.0,2.0,41.0,1,4900
Apartamento, Itacorubi,769.0,65.0,2.0,2.0,1.0,32.5,1,4100
Apartamento, Centro,800.0,70.0,2.0,3.0,1.0,23.33333333333333,1,3500
Casa, Lagoa da Conceição,0.0,280.0,4.0,3.0,2.0,93.33333333333331,1,15000
Apartamento, Jardim Atlântico,1053.0,88.0,3.0,2.0,1.0,44.0,1,3600
Casa, Jurerê Internacional,0.0,180.0,3.0,5.0,2.0,36.0,1,20000
Apartamento, Abraão,827.0,97.0,3.0,3.0,2.0,32.333333333333336,1,4100
Apartamento, Rio Tavares,800.0,100.0,2.0,3.0,2.0,33.333333333333336,1,5200
Apartamento,Jurerê,650.0,80.0,3.0,2.0,1.0,40.0,1,9800
Apartamento, Centro,600.0,80.0,1.0,2.0,2.0,40.0,1,5700
Apartamento, Agronômica,650.0,130.0,4.0,3.0,3.0,43.333333333333336,1,7100
Apartamento, Ribeirão da Ilha,350.0,60.0,3.0,2.0,1.0,30.0,1,4000
Casa,Santo Antônio de Lisboa,0.0,131.0,4.0,3.0,1.0,43.66666666666666,1,8500
Apartamento, Agronômica,500.0,40.0,1.0,1.0,1.0,40.0,1,3300
Apartamento, Beira Mar,2800.0,308.0,6.0,4.0,3.0,77.0,1,28294
Casa,Jurerê,1.0,290.0,4.0,3.0,2.0,96.66666666666669,1,15000
Apartamento, Centro,280.0,48.0,1.0,2.0,1.0,24.0,1,2400
Apartamento, Trindade,0.0,24.0,1.0,1.0,1.0,24.0,1,2300
Apartamento, Agronômica,500.0,40.0,1.0,1.0,1.0,40.0,1,3300
Apartamento, Carvoeira,580.0,40.0,1.0,1.0,1.0,40.0,1,3500
Apartamento, Estreito,545.0,95.0,2.0,3.0,2.0,31.666666666666668,1,3700
Apartamento, Joao Paulo,971.0,120.0,2.0,3.0,1.0,40.0,1,3200
Casa, Rio Tavares,650.0,370.0,3.0,4.0,2.0,92.5,1,15000
Apartamento, Agronômica,500.0,40.0,1.0,1.0,1.0,40.0,1,3300
Casa,Jurerê Internacional,0.0,1100.0,1.0,7.0,4.0,157.14285714285714,1,70000
Casa, Lagoa da Conceição,120.0,50.0,2.0,2.0,1.0,25.0,1,4500
Casa, Capoeiras,0.0,50.0,1.0,3.0,1.0,16.666666666666668,1,1500
Casa,Coqueiros,0.0,174.0,2.0,3.0,8.0,58.0,1,6900
Casa, Campeche,0.0,160.0,3.0,4.0,4.0,40.0,1,8000
Apartamento, Centro,575.0,39.0,1.0,1.0,1.0,39.0,1,2000
Apartamento, Estreito,600.0,95.0,5.0,2.0,2.0,47.5,1,4000
Apartamento, Joao Paulo,0.0,76.0,2.0,2.0,2.0,38.0,1,6000
Casa, Santa Mônica,150.0,80.0,1.0,3.0,1.0,26.666666666666668,1,3600
Apartamento, Coqueiros,540.0,80.0,1.0,3.0,1.0,26.666666666666668,1,3200
Apartamento, Trindade,878.0,87.0,2.0,3.0,1.0,29.0,1,3400
Apartamento,Campeche,776.0,85.0,3.0,2.0,2.0,42.5,1,7700
Apartamento, Agronômica,500.0,40.0,1.0,1.0,1.0,40.0,1,3300
Apartamento, Estreito,510.0,95.0,2.0,3.0,2.0,31.666666666666668,1,3900
