,data,fonte,id,descricao,tipo,endereco,rua,numero,bairro,cidade,valor,periodicidade,condominio,area,qtd_banheiros,qtd_quartos,qtd_vagas,url,amenities,categoria,valor_total,valor_m2,valor_condo_m2
2206,2023-12-05 00:41:34.695814,Vivareal,2668243935,"Apartamento com 3 Quartos para Aluguel, 151m²",Apartamento,"Rua Madre Maria Vilac - Canasvieiras, Florianópolis - SC",Rua Madre Maria Vilac ,, Canasvieiras,florianopolis,2200,Dia,800.0,151.0,5.0,3.0,2.0,https://vivareal.com.br/imovel/apartamento-3-quartos-canasvieiras-bairros-florianopolis-com-garagem-151m2-aluguel-RS2200-id-2668243935/,Churrasqueira; Cozinha; Varanda,Residencial,3000.0,14.56953642384106,5.298013245033113
2207,2023-12-05 00:41:34.697133,Vivareal,2534387298,"Sala/Conjunto    para Aluguel, 93m²",Sala/Conjunto,"Rua dos Ilhéus, 46 - Centro, Florianópolis - SC",Rua dos Ilhéus,46.0, Centro,florianopolis,1200,Mês,0.0,93.0,2.0,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-93m2-aluguel-RS1200-id-2534387298/,Elevador,Residencial,1200.0,12.903225806451612,0.0
2208,2023-12-05 00:41:34.698410,Vivareal,2643849060,"Apartamento com 4 Quartos para Aluguel, 241m²",Apartamento,"Abraão, Florianópolis - SC",,,Abraão,florianopolis,8800,Mês,692.0,241.0,3.0,4.0,1.0,https://vivareal.com.br/imovel/apartamento-4-quartos-abraao-bairros-florianopolis-com-garagem-241m2-aluguel-RS8800-id-2643849060/,,Residencial,9492.0,36.51452282157676,2.871369294605809
2209,2023-12-05 00:41:34.699724,Vivareal,2665050269,"Prédio/Edificio inteiro    para Aluguel, 250m²",Prédio/Edificio,"Rua João Pinto, 26 - Centro, Florianópolis - SC",Rua João Pinto,26.0, Centro,florianopolis,19000,Mês,0.0,250.0,8.0,,,https://vivareal.com.br/imovel/predio-comercial-centro-bairros-florianopolis-250m2-aluguel-RS19000-id-2665050269/,,Residencial,19000.0,76.0,0.0
2210,2023-12-05 00:41:34.701076,Vivareal,2483604289,"Apartamento com 2 Quartos para Aluguel, 75m²",Apartamento,"Rua Deputado Paulo Preis, 603 - Jurerê, Florianópolis - SC",Rua Deputado Paulo Preis,603.0, Jurerê,florianopolis,250,Dia,0.0,75.0,2.0,2.0,2.0,https://vivareal.com.br/imovel/apartamento-2-quartos-jurere-bairros-florianopolis-com-garagem-75m2-aluguel-RS250-id-2483604289/,Mobiliado; Churrasqueira; Elevador; Varanda; Aceita animais; ...,Residencial,250.0,3.3333333333333335,0.0
2211,2023-12-05 00:41:34.702398,Vivareal,2655224682,"Apartamento com 2 Quartos para Aluguel, 70m²",Apartamento,"Canasvieiras, Florianópolis - SC",,,Canasvieiras,florianopolis,680,Dia,0.0,70.0,1.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-canasvieiras-bairros-florianopolis-com-garagem-70m2-aluguel-RS680-id-2655224682/,Garagem; Elevador,Residencial,680.0,9.714285714285714,0.0
2212,2023-12-05 00:41:34.703674,Vivareal,2659835762,"Ponto comercial/Loja/Box    para Aluguel, 649m²",Ponto,"Rua Fúlvio Aducci, 656 - Estreito, Florianópolis - SC",Rua Fúlvio Aducci,656.0, Estreito,florianopolis,15000,Mês,0.0,649.0,2.0,,1.0,https://vivareal.com.br/imovel/ponto-comercial-estreito-bairros-florianopolis-com-garagem-649m2-aluguel-RS15000-id-2659835762/,,Comercial,15000.0,23.112480739599384,0.0
2213,2023-12-05 00:41:34.704963,Vivareal,2664258818,"Casa com 3 Quartos para Aluguel, 145m²",Casa,"Canto da Lagoa, Florianópolis - SC",,,Canto da Lagoa,florianopolis,9000,Mês,0.0,145.0,2.0,3.0,1.0,https://vivareal.com.br/imovel/casa-3-quartos-canto-da-lagoa-bairros-florianopolis-com-garagem-145m2-aluguel-RS9000-id-2664258818/,Jardim; Mobiliado; Ar-condicionado,Residencial,9000.0,62.06896551724138,0.0
2214,2023-12-05 00:41:34.706273,Vivareal,2627331640,"Cobertura com 3 Quartos para Aluguel, 198m²",Cobertura,"Avenida Campeche, 1830 - Campeche, Florianópolis - SC",Avenida Campeche,1830.0, Campeche,florianopolis,13000,Mês,1827.0,198.0,3.0,3.0,2.0,https://vivareal.com.br/imovel/cobertura-3-quartos-campeche-bairros-florianopolis-com-garagem-198m2-aluguel-RS13000-id-2627331640/,Mobiliado; Churrasqueira; Elevador; Condomínio fechado; Academia; ...,Residencial,14827.0,65.65656565656566,9.227272727272727
2215,2023-12-05 00:41:34.707578,Vivareal,2530263397,"Apartamento com 3 Quartos para Aluguel, 110m²",Apartamento,"Ponta das Canas, Florianópolis - SC",,,Ponta das Canas,florianopolis,650,Dia,0.0,110.0,2.0,3.0,2.0,https://vivareal.com.br/imovel/apartamento-3-quartos-ponta-das-canas-bairros-florianopolis-com-garagem-110m2-aluguel-RS650-id-2530263397/,,Residencial,650.0,5.909090909090909,0.0
2216,2023-12-05 00:41:34.708879,Vivareal,1037963942,"Apartamento com 3 Quartos para Aluguel, 120m²",Apartamento,"Ingleses do Rio Vermelho, Florianópolis - SC",,,Ingleses do Rio Vermelho,florianopolis,1600,Dia,0.0,120.0,4.0,3.0,2.0,https://vivareal.com.br/imovel/apartamento-3-quartos-ingleses-do-rio-vermelho-bairros-florianopolis-com-garagem-120m2-aluguel-RS1600-id-1037963942/,Piscina; Mobiliado; Churrasqueira; Condomínio fechado; Varanda; ...,Residencial,1600.0,13.333333333333334,0.0
2217,2023-12-05 00:41:34.710271,Vivareal,2624532944,"Apartamento com 3 Quartos para Aluguel, 144m²",Apartamento,"Rua João Meirelles, 1436 - Abraão, Florianópolis - SC",Rua João Meirelles,1436.0, Abraão,florianopolis,4100,Mês,946.0,144.0,3.0,3.0,1.0,https://vivareal.com.br/imovel/apartamento-3-quartos-abraao-bairros-florianopolis-com-garagem-144m2-aluguel-RS4100-id-2624532944/,Piscina; Churrasqueira; Elevador; Condomínio fechado; Varanda; ...,Residencial,5046.0,28.47222222222222,6.569444444444445
2218,2023-12-05 00:41:34.711589,Vivareal,2663455063,"Apartamento com 3 Quartos para Aluguel, 114m²",Apartamento,"Rua Vereador Ramon Filomeno - Itacorubi, Florianópolis - SC",Rua Vereador Ramon Filomeno ,, Itacorubi,florianopolis,6450,Mês,1276.0,114.0,3.0,3.0,2.0,https://vivareal.com.br/imovel/apartamento-3-quartos-itacorubi-bairros-florianopolis-com-garagem-114m2-aluguel-RS6450-id-2663455063/,Piscina; Churrasqueira; Condomínio fechado; Varanda; Ar-condicionado; ...,Residencial,7726.0,56.578947368421055,11.192982456140351
2219,2023-12-05 00:41:34.712929,Vivareal,2586228354,"Apartamento com 2 Quartos para Aluguel, 65m²",Apartamento,"Canasvieiras, Florianópolis - SC",,,Canasvieiras,florianopolis,580,Dia,0.0,65.0,1.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-canasvieiras-bairros-florianopolis-com-garagem-65m2-aluguel-RS580-id-2586228354/,Churrasqueira; Elevador; Portão eletrônico; Mobiliado,Residencial,580.0,8.923076923076923,0.0
2220,2023-12-05 00:41:34.714266,Vivareal,1039636363,"Casa com 4 Quartos para Aluguel, 350m²",Casa,"Rua das Piraúnas - Jurerê Internacional, Florianópolis - SC",Rua das Piraúnas ,, Jurerê Internacional,florianopolis,2000,Dia,0.0,350.0,5.0,4.0,2.0,https://vivareal.com.br/imovel/casa-4-quartos-jurere-internacional-bairros-florianopolis-com-garagem-350m2-aluguel-RS2000-id-1039636363/,Piscina; Mobiliado; Churrasqueira; Varanda; Quintal; ...,Residencial,2000.0,5.714285714285714,0.0
2221,2023-12-05 00:41:34.715603,Vivareal,2624534016,"Apartamento com 3 Quartos para Aluguel, 130m²",Apartamento,"Rua João Meirelles, 1435 - Abraão, Florianópolis - SC",Rua João Meirelles,1435.0, Abraão,florianopolis,4500,Mês,899.0,130.0,3.0,3.0,1.0,https://vivareal.com.br/imovel/apartamento-3-quartos-abraao-bairros-florianopolis-com-garagem-130m2-aluguel-RS4500-id-2624534016/,Piscina; Churrasqueira; Elevador; Condomínio fechado; Aceita animais; ...,Residencial,5399.0,34.61538461538461,6.915384615384616
2222,2023-12-05 00:41:35.673497,Vivareal,2562570760,"Casa de condomínio com 3 Quartos para Aluguel, 230m²",Casa,"Rua Leonel Pereira - Cachoeira do Bom Jesus, Florianópolis - SC",Rua Leonel Pereira ,, Cachoeira do Bom Jesus,florianopolis,1380,Dia,0.0,230.0,3.0,3.0,4.0,https://vivareal.com.br/imovel/casa-de-condominio-3-quartos-cachoeira-do-bom-jesus-bairros-florianopolis-com-garagem-230m2-aluguel-RS1380-id-2562570760/,Mobiliado; Churrasqueira; Condomínio fechado; Espaço gourmet; Armário na cozinha; ...,Residencial,1380.0,6.0,0.0
2223,2023-12-05 00:41:35.675394,Vivareal,2661654862,"Sala/Conjunto    para Aluguel, 33m²",Sala/Conjunto,"Avenida das Raias - Jurerê Internacional, Florianópolis - SC",Avenida das Raias ,, Jurerê Internacional,florianopolis,3900,Mês,0.0,33.0,1.0,,1.0,https://vivareal.com.br/imovel/jurere-internacional-bairros-florianopolis-com-garagem-33m2-aluguel-RS3900-id-2661654862/,Garagem; Cozinha; Circuito de segurança,Residencial,3900.0,118.18181818181819,0.0
2224,2023-12-05 00:41:35.676845,Vivareal,2643988392,"Apartamento com  Quarto para Aluguel, 31m²",Apartamento,"Rua Juvêncio Costa, 97 - Trindade, Florianópolis - SC",Rua Juvêncio Costa,97.0, Trindade,florianopolis,3900,Mês,450.0,31.0,1.0,1.0,,https://vivareal.com.br/imovel/apartamento-1-quartos-trindade-bairros-florianopolis-31m2-aluguel-RS3900-id-2643988392/,Mobiliado; Elevador; Condomínio fechado; Academia; Espaço gourmet; ...,Residencial,4350.0,125.80645161290323,14.516129032258064
2225,2023-12-05 00:41:35.678222,Vivareal,2631058474,"Sala/Conjunto    para Aluguel, 157m²",Sala/Conjunto,"Rodovia José Carlos Daux, 500 - Joao Paulo, Florianópolis - SC",Rodovia José Carlos Daux,500.0, Joao Paulo,florianopolis,10970,Mês,0.0,157.0,1.0,,1.0,https://vivareal.com.br/imovel/sala-comercial-joao-paulo-bairros-florianopolis-com-garagem-157m2-aluguel-RS10970-id-2631058474/,Elevador; Copa,Residencial,10970.0,69.87261146496816,0.0
2226,2023-12-05 00:41:35.679551,Vivareal,2646612872,"Lote/Terreno    para Aluguel, 360m²",Lote/Terreno,"Rua Jardim dos Eucaliptos - Campeche, Florianópolis - SC",Rua Jardim dos Eucaliptos ,, Campeche,florianopolis,2200,Mês,0.0,360.0,,,,https://vivareal.com.br/imovel/lote-terreno-campeche-bairros-florianopolis-360m2-aluguel-RS2200-id-2646612872/,,Residencial,2200.0,6.111111111111111,0.0
2227,2023-12-05 00:41:35.680909,Vivareal,2617293538,"Apartamento com  Quarto para Aluguel, 55m²",Apartamento,"Rua Abel Álvares Cabral Júnior, n°149 - Ingleses do Rio Vermelho, Florianópolis - SC",Rua Abel Álvares Cabral Júnior,149.0, Ingleses do Rio Vermelho,florianopolis,3200,Mês,0.0,55.0,1.0,1.0,1.0,https://vivareal.com.br/imovel/apartamento-1-quartos-ingleses-do-rio-vermelho-bairros-florianopolis-com-garagem-55m2-aluguel-RS3200-id-2617293538/,Mobiliado; Churrasqueira; Elevador; Condomínio fechado; Varanda; ...,Residencial,3200.0,58.18181818181818,0.0
2228,2023-12-05 00:41:35.682253,Vivareal,2665052513,"Sala/Conjunto    para Aluguel, 210m²",Sala/Conjunto,"Rodovia José Carlos Daux, 8600 - Joao Paulo, Florianópolis - SC",Rodovia José Carlos Daux,8600.0, Joao Paulo,florianopolis,9120,Mês,0.0,210.0,2.0,,,https://vivareal.com.br/imovel/sala-comercial-joao-paulo-bairros-florianopolis-210m2-aluguel-RS9120-id-2665052513/,Piscina; Churrasqueira; Condomínio fechado; Jardim; Playground; ...,Residencial,9120.0,43.42857142857143,0.0
2229,2023-12-05 00:41:35.683622,Vivareal,2612839008,"Apartamento com 3 Quartos para Aluguel, 80m²",Apartamento,"Jurerê Internacional, Florianópolis - SC",,,Jurerê Internacional,florianopolis,5000,Mês,0.0,80.0,2.0,3.0,1.0,https://vivareal.com.br/imovel/apartamento-3-quartos-jurere-internacional-bairros-florianopolis-com-garagem-80m2-aluguel-RS5000-id-2612839008/,Churrasqueira; Sala de jantar; Ar-condicionado; Área de serviço,Residencial,5000.0,62.5,0.0
2230,2023-12-05 00:41:35.684963,Vivareal,2610876817,"Ponto comercial/Loja/Box    para Aluguel, 450m²",Ponto,"Rua Moacyr Pereira Júnior, 77 - Lagoa da Conceição, Florianópolis - SC",Rua Moacyr Pereira Júnior,77.0, Lagoa da Conceição,florianopolis,12000,Mês,0.0,450.0,4.0,,4.0,https://vivareal.com.br/imovel/ponto-comercial-lagoa-da-conceicao-bairros-florianopolis-com-garagem-450m2-aluguel-RS12000-id-2610876817/,Perto de vias de acesso; Próximo a escola; Próximo a shopping; Escritório; Banheiro de serviço; ...,Comercial,12000.0,26.666666666666668,0.0
2231,2023-12-05 00:41:35.686362,Vivareal,2635418802,"Galpão/Depósito/Armazém    para Aluguel, 200m²",Galpão/Depósito/Armazém,"Servidão Senhor Bom Jesus, 37 - Costeira do Pirajubaé, Florianópolis - SC",Servidão Senhor Bom Jesus,37.0, Costeira do Pirajubaé,florianopolis,6000,Mês,0.0,200.0,1.0,,,https://vivareal.com.br/imovel/galpao-deposito-armazem-costeira-do-pirajubae-bairros-florianopolis-200m2-aluguel-RS6000-id-2635418802/,Entrada para caminhões; Estacionamento; Portão eletrônico,Residencial,6000.0,30.0,0.0
2232,2023-12-05 00:41:35.687666,Vivareal,2643079693,"Apartamento com  Quarto para Aluguel, 40m²",Apartamento,"Rodovia Baldicero Filomeno, 3473 - Ribeirão da Ilha, Florianópolis - SC",Rodovia Baldicero Filomeno,3473.0, Ribeirão da Ilha,florianopolis,2500,Mês,500.0,40.0,1.0,1.0,,https://vivareal.com.br/imovel/apartamento-1-quartos-ribeirao-da-ilha-bairros-florianopolis-40m2-aluguel-RS2500-id-2643079693/,Área de serviço; Aceita animais,Residencial,3000.0,62.5,12.5
2233,2023-12-05 00:41:35.688977,Vivareal,2665052816,"Galpão/Depósito/Armazém    para Aluguel, 833m²",Galpão/Depósito/Armazém,"Rua Santos Saraiva, 382 - Estreito, Florianópolis - SC",Rua Santos Saraiva,382.0, Estreito,florianopolis,14000,Mês,0.0,833.0,4.0,,1.0,https://vivareal.com.br/imovel/galpao-deposito-armazem-estreito-bairros-florianopolis-com-garagem-833m2-aluguel-RS14000-id-2665052816/,,Residencial,14000.0,16.80672268907563,0.0
2234,2023-12-05 00:41:35.690275,Vivareal,2634836773,"Ponto comercial/Loja/Box    para Aluguel, 40m²",Ponto,"Servidão Abílio Silva - Trindade, Florianópolis - SC",Servidão Abílio Silva ,, Trindade,florianopolis,3200,Mês,0.0,40.0,1.0,,1.0,https://vivareal.com.br/imovel/ponto-comercial-trindade-bairros-florianopolis-com-garagem-40m2-aluguel-RS3200-id-2634836773/,Garagem; Condomínio fechado,Comercial,3200.0,80.0,0.0
2235,2023-12-05 00:41:35.691598,Vivareal,2667539006,"Sala/Conjunto    para Aluguel, 160m²",Sala/Conjunto,"Rua Vítor Konder, 390 - Centro, Florianópolis - SC",Rua Vítor Konder,390.0, Centro,florianopolis,6000,Mês,0.0,160.0,2.0,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-160m2-aluguel-RS6000-id-2667539006/,,Residencial,6000.0,37.5,0.0
2236,2023-12-05 00:41:35.692908,Vivareal,2665999617,"Casa com 3 Quartos para Aluguel, 160m²",Casa,"Servidão Maria Dolores Vieira, 74 - Joao Paulo, Florianópolis - SC",Servidão Maria Dolores Vieira,74.0, Joao Paulo,florianopolis,3400,Mês,0.0,160.0,2.0,3.0,,https://vivareal.com.br/imovel/casa-3-quartos-joao-paulo-bairros-florianopolis-160m2-aluguel-RS3400-id-2665999617/,Churrasqueira; Mobiliado; Varanda; Área de serviço,Residencial,3400.0,21.25,0.0
2237,2023-12-05 00:41:35.694236,Vivareal,2659838261,"Apartamento com 4 Quartos para Aluguel, 143m²",Apartamento,"Avenida Santa Catarina, 1556 - Balneário, Florianópolis - SC",Avenida Santa Catarina,1556.0, Balneário,florianopolis,4900,Mês,1000.0,143.0,1.0,4.0,2.0,https://vivareal.com.br/imovel/apartamento-4-quartos-balneario-bairros-florianopolis-com-garagem-143m2-aluguel-RS4900-id-2659838261/,Interfone; Salão de festas; Sala de jantar,Residencial,5900.0,34.26573426573427,6.993006993006993
2238,2023-12-05 00:41:35.695549,Vivareal,2645475360,"Sala/Conjunto    para Aluguel, 185m²",Sala/Conjunto,"Agronômica, Florianópolis - SC",,,Agronômica,florianopolis,9500,Mês,0.0,185.0,2.0,,4.0,https://vivareal.com.br/imovel/sala-comercial-agronomica-bairros-florianopolis-com-garagem-185m2-aluguel-RS9500-id-2645475360/,Área de serviço; Garagem,Residencial,9500.0,51.351351351351354,0.0
2239,2023-12-05 00:41:35.696921,Vivareal,2650203757,"Apartamento com  Quarto para Aluguel, 29m²",Apartamento,"Rua Augusto Lídio Pires, 60 - Trindade, Florianópolis - SC",Rua Augusto Lídio Pires,60.0, Trindade,florianopolis,2690,Mês,0.0,29.0,1.0,1.0,,https://vivareal.com.br/imovel/apartamento-1-quartos-trindade-bairros-florianopolis-29m2-aluguel-RS2690-id-2650203757/,Mobiliado,Residencial,2690.0,92.75862068965517,0.0
2240,2023-12-05 00:41:35.698271,Vivareal,2661006770,"Apartamento com  Quarto para Aluguel, 46m²",Apartamento,"Centro, Florianópolis - SC",,,Centro,florianopolis,4850,Mês,749.0,46.0,1.0,1.0,2.0,https://vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-florianopolis-com-garagem-46m2-aluguel-RS4850-id-2661006770/,Mobiliado; Varanda; Garagem; Jardim; Área de serviço; ...,Residencial,5599.0,105.43478260869566,16.282608695652176
2241,2023-12-05 00:41:35.699611,Vivareal,2647575133,"Kitnet/Conjugado com  Quarto para Aluguel, 35m²",Kitnet/Conjugado,"Rua Almirante Carlos da Silveira Carneiro, 326 - Agronômica, Florianópolis - SC",Rua Almirante Carlos da Silveira Carneiro,326.0, Agronômica,florianopolis,1000,Mês,0.0,35.0,1.0,1.0,,https://vivareal.com.br/imovel/kitnet-1-quartos-agronomica-bairros-florianopolis-35m2-aluguel-RS1000-id-2647575133/,,Residencial,1000.0,28.571428571428573,0.0
2242,2023-12-05 00:41:35.700908,Vivareal,2534386718,"Ponto comercial/Loja/Box    para Aluguel, 247m²",Ponto,"Rua José Brognoli, 117 - Saco dos Limões, Florianópolis - SC",Rua José Brognoli,117.0, Saco dos Limões,florianopolis,8910,Mês,0.0,247.0,1.0,,2.0,https://vivareal.com.br/imovel/ponto-comercial-saco-dos-limoes-bairros-florianopolis-com-garagem-247m2-aluguel-RS8910-id-2534386718/,Elevador; Interfone; Jardim,Comercial,8910.0,36.072874493927124,0.0
2243,2023-12-05 00:41:35.702231,Vivareal,2650152182,"Casa com 5 Quartos para Aluguel, 364m²",Casa,"Rua Corália Ferreira da Luz, 80 - Centro, Florianópolis - SC",Rua Corália Ferreira da Luz,80.0, Centro,florianopolis,9000,Mês,0.0,364.0,5.0,5.0,3.0,https://vivareal.com.br/imovel/casa-5-quartos-centro-bairros-florianopolis-com-garagem-364m2-aluguel-RS9000-id-2650152182/,Mobiliado; Varanda; Aceita animais; Garagem; Ar-condicionado; ...,Residencial,9000.0,24.725274725274726,0.0
2244,2023-12-05 00:41:35.703578,Vivareal,2660361454,Casa com 4 Quartos para Venda/Aluguel 147m²,Casa,"Rua da Plenitude, 56 - Campeche, Florianópolis - SC",Rua da Plenitude,56.0, Campeche,florianopolis,6000,Mês,0.0,147.0,3.0,4.0,4.0,https://vivareal.com.br/imovel/casa-4-quartos-campeche-bairros-florianopolis-com-garagem-147m2-venda-RS850000-id-2660361454/,Garagem,Residencial,6000.0,40.816326530612244,0.0
2245,2023-12-05 00:41:35.704884,Vivareal,2665052603,"Ponto comercial/Loja/Box    para Aluguel, 170m²",Ponto,"Avenida Engenheiro Max de Souza, 1302 - Coqueiros, Florianópolis - SC",Avenida Engenheiro Max de Souza,1302.0, Coqueiros,florianopolis,9000,Mês,0.0,170.0,2.0,,2.0,https://vivareal.com.br/imovel/ponto-comercial-coqueiros-bairros-florianopolis-com-garagem-170m2-aluguel-RS9000-id-2665052603/,Piscina; Churrasqueira; Condomínio fechado; Jardim; Playground; ...,Comercial,9000.0,52.94117647058823,0.0
2246,2023-12-05 00:41:35.706215,Vivareal,2616018035,"Apartamento com  Quarto para Aluguel, 50m²",Apartamento,"Rua das Camélias, 72 - Carvoeira, Florianópolis - SC",Rua das Camélias,72.0, Carvoeira,florianopolis,5200,Mês,564.0,50.0,2.0,1.0,1.0,https://vivareal.com.br/imovel/apartamento-1-quartos-carvoeira-bairros-florianopolis-com-garagem-50m2-aluguel-RS5200-id-2616018035/,Ar-condicionado; Academia; Mobiliado; Garagem,Residencial,5764.0,104.0,11.28
2247,2023-12-05 00:41:35.707515,Vivareal,2666077310,"Apartamento com 3 Quartos para Aluguel, 98m²",Apartamento,"Campeche, Florianópolis - SC",,,Campeche,florianopolis,5200,Mês,1100.0,98.0,2.0,3.0,1.0,https://vivareal.com.br/imovel/apartamento-3-quartos-campeche-bairros-florianopolis-com-garagem-98m2-aluguel-RS5200-id-2666077310/,Churrasqueira; Elevador; Mobiliado,Residencial,6300.0,53.06122448979592,11.224489795918368
2248,2023-12-05 00:41:35.708792,Vivareal,2655225555,"Apartamento com 2 Quartos para Aluguel, 70m²",Apartamento,"Canasvieiras, Florianópolis - SC",,,Canasvieiras,florianopolis,1400,Dia,0.0,70.0,1.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-canasvieiras-bairros-florianopolis-com-garagem-70m2-aluguel-RS1400-id-2655225555/,Garagem,Residencial,1400.0,20.0,0.0
2249,2023-12-05 00:41:35.710129,Vivareal,2498593584,"Apartamento com  Quarto para Aluguel, 60m²",Apartamento,"Rua Antenor Borges - Canasvieiras, Florianópolis - SC",Rua Antenor Borges ,, Canasvieiras,florianopolis,400,Dia,0.0,60.0,1.0,1.0,,https://vivareal.com.br/imovel/apartamento-1-quartos-canasvieiras-bairros-florianopolis-60m2-aluguel-RS400-id-2498593584/,Ar-condicionado; Churrasqueira; Elevador; Mobiliado; Varanda,Residencial,400.0,6.666666666666667,0.0
2250,2023-12-05 00:41:35.711470,Vivareal,2669062125,"Apartamento com 3 Quartos para Aluguel, 134m²",Apartamento,"Servidão Elizabeth Helena Richter Cordeiro, 1 - Ingleses do Rio Vermelho, Florianópolis - SC",Servidão Elizabeth Helena Richter Cordeiro,1.0, Ingleses do Rio Vermelho,florianopolis,2850,Mês,0.0,134.0,1.0,3.0,2.0,https://vivareal.com.br/imovel/apartamento-3-quartos-ingleses-do-rio-vermelho-bairros-florianopolis-com-garagem-134m2-aluguel-RS2850-id-2669062125/,Cozinha americana; Mobiliado; Varanda gourmet,Residencial,2850.0,21.26865671641791,0.0
